0 மருமகன் மருமகள் மகள் மகன்
12 உடனடியான உடனடியாக தீவிரமாக தீவிரமான
12 உடனடியான உடனடியாக மெதுவாக மெதுவான
12 உடனடியான உடனடியாக பொதுவாக பொதுவான
12 உடனடியான உடனடியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 உடனடியான உடனடியாக வழக்கமாக வழக்கமான
12 உடனடியான உடனடியாக ஆச்சரியமாக ஆச்சரியமான
12 அரிதான அரிதாக வெளிப்படையாக வெளிப்படையான
12 அரிதான அரிதாக சாத்தியமாக சாத்தியமான
12 அரிதான அரிதாக துல்லியமாக துல்லியமான
12 அரிதான அரிதாக தொழில்ரீதியாக தொழில்ரீதியான
12 அரிதான அரிதாக விரைவாக விரைவான
12 அரிதான அரிதாக அமைதியாக அமைதியான
12 அரிதான அரிதாக தயக்கமாக தயக்கமான
12 அரிதான அரிதாக பாதுகாப்பாக பாதுகாப்பான
12 அரிதான அரிதாக தீவிரமாக தீவிரமான
12 அரிதான அரிதாக மெதுவாக மெதுவான
12 அரிதான அரிதாக பொதுவாக பொதுவான
12 அரிதான அரிதாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 அரிதான அரிதாக வழக்கமாக வழக்கமான
12 அரிதான அரிதாக ஆச்சரியமாக ஆச்சரியமான
12 வெளிப்படையான வெளிப்படையாக சாத்தியமாக சாத்தியமான
12 வெளிப்படையான வெளிப்படையாக துல்லியமாக துல்லியமான
12 வெளிப்படையான வெளிப்படையாக தொழில்ரீதியாக தொழில்ரீதியான
12 வெளிப்படையான வெளிப்படையாக விரைவாக விரைவான
12 வெளிப்படையான வெளிப்படையாக அமைதியாக அமைதியான
12 வெளிப்படையான வெளிப்படையாக தயக்கமாக தயக்கமான
12 வெளிப்படையான வெளிப்படையாக பாதுகாப்பாக பாதுகாப்பான
12 வெளிப்படையான வெளிப்படையாக தீவிரமாக தீவிரமான
12 வெளிப்படையான வெளிப்படையாக மெதுவாக மெதுவான
12 வெளிப்படையான வெளிப்படையாக பொதுவாக பொதுவான
12 வெளிப்படையான வெளிப்படையாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 வெளிப்படையான வெளிப்படையாக வழக்கமாக வழக்கமான
12 வெளிப்படையான வெளிப்படையாக ஆச்சரியமாக ஆச்சரியமான
12 சாத்தியமான சாத்தியமாக துல்லியமாக துல்லியமான
12 சாத்தியமான சாத்தியமாக தொழில்ரீதியாக தொழில்ரீதியான
12 சாத்தியமான சாத்தியமாக விரைவாக விரைவான
12 சாத்தியமான சாத்தியமாக அமைதியாக அமைதியான
12 சாத்தியமான சாத்தியமாக தயக்கமாக தயக்கமான
12 சாத்தியமான சாத்தியமாக பாதுகாப்பாக பாதுகாப்பான
12 சாத்தியமான சாத்தியமாக தீவிரமாக தீவிரமான
12 சாத்தியமான சாத்தியமாக மெதுவாக மெதுவான
12 சாத்தியமான சாத்தியமாக பொதுவாக பொதுவான
12 சாத்தியமான சாத்தியமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 சாத்தியமான சாத்தியமாக வழக்கமாக வழக்கமான
12 சாத்தியமான சாத்தியமாக ஆச்சரியமாக ஆச்சரியமான
12 துல்லியமான துல்லியமாக தொழில்ரீதியாக தொழில்ரீதியான
12 துல்லியமான துல்லியமாக விரைவாக விரைவான
12 துல்லியமான துல்லியமாக அமைதியாக அமைதியான
12 துல்லியமான துல்லியமாக தயக்கமாக தயக்கமான
12 துல்லியமான துல்லியமாக பாதுகாப்பாக பாதுகாப்பான
12 துல்லியமான துல்லியமாக தீவிரமாக தீவிரமான
12 துல்லியமான துல்லியமாக மெதுவாக மெதுவான
12 துல்லியமான துல்லியமாக பொதுவாக பொதுவான
12 துல்லியமான துல்லியமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 துல்லியமான துல்லியமாக வழக்கமாக வழக்கமான
12 துல்லியமான துல்லியமாக ஆச்சரியமாக ஆச்சரியமான
12 தொழில்ரீதியான தொழில்ரீதியாக விரைவாக விரைவான
12 தொழில்ரீதியான தொழில்ரீதியாக அமைதியாக அமைதியான
12 தொழில்ரீதியான தொழில்ரீதியாக தயக்கமாக தயக்கமான
12 தொழில்ரீதியான தொழில்ரீதியாக பாதுகாப்பாக பாதுகாப்பான
12 தொழில்ரீதியான தொழில்ரீதியாக தீவிரமாக தீவிரமான
12 தொழில்ரீதியான தொழில்ரீதியாக மெதுவாக மெதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக பொதுவாக பொதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 தொழில்ரீதியான தொழில்ரீதியாக வழக்கமாக வழக்கமான
12 தொழில்ரீதியான தொழில்ரீதியாக ஆச்சரியமாக ஆச்சரியமான
12 விரைவான விரைவாக அமைதியாக அமைதியான
12 விரைவான விரைவாக தயக்கமாக தயக்கமான
12 விரைவான விரைவாக பாதுகாப்பாக பாதுகாப்பான
12 விரைவான விரைவாக தீவிரமாக தீவிரமான
12 விரைவான விரைவாக மெதுவாக மெதுவான
12 விரைவான விரைவாக பொதுவாக பொதுவான
12 விரைவான விரைவாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 விரைவான விரைவாக வழக்கமாக வழக்கமான
12 விரைவான விரைவாக ஆச்சரியமாக ஆச்சரியமான
12 அமைதியான அமைதியாக தயக்கமாக தயக்கமான
12 அமைதியான அமைதியாக பாதுகாப்பாக பாதுகாப்பான
12 அமைதியான அமைதியாக தீவிரமாக தீவிரமான
12 அமைதியான அமைதியாக மெதுவாக மெதுவான
12 அமைதியான அமைதியாக பொதுவாக பொதுவான
12 அமைதியான அமைதியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 அமைதியான அமைதியாக வழக்கமாக வழக்கமான
12 அமைதியான அமைதியாக ஆச்சரியமாக ஆச்சரியமான
12 தயக்கமான தயக்கமாக பாதுகாப்பாக பாதுகாப்பான
12 தயக்கமான தயக்கமாக தீவிரமாக தீவிரமான
12 தயக்கமான தயக்கமாக மெதுவாக மெதுவான
12 தயக்கமான தயக்கமாக பொதுவாக பொதுவான
12 தயக்கமான தயக்கமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 தயக்கமான தயக்கமாக வழக்கமாக வழக்கமான
12 தயக்கமான தயக்கமாக ஆச்சரியமாக ஆச்சரியமான
12 பாதுகாப்பான பாதுகாப்பாக தீவிரமாக தீவிரமான
12 பாதுகாப்பான பாதுகாப்பாக மெதுவாக மெதுவான
12 பாதுகாப்பான பாதுகாப்பாக பொதுவாக பொதுவான
12 பாதுகாப்பான பாதுகாப்பாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 பாதுகாப்பான பாதுகாப்பாக வழக்கமாக வழக்கமான
12 பாதுகாப்பான பாதுகாப்பாக ஆச்சரியமாக ஆச்சரியமான
12 தீவிரமான தீவிரமாக மெதுவாக மெதுவான
12 தீவிரமான தீவிரமாக பொதுவாக பொதுவான
12 தீவிரமான தீவிரமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 தீவிரமான தீவிரமாக வழக்கமாக வழக்கமான
12 தீவிரமான தீவிரமாக ஆச்சரியமாக ஆச்சரியமான
12 மெதுவான மெதுவாக பொதுவாக பொதுவான
12 மெதுவான மெதுவாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 மெதுவான மெதுவாக வழக்கமாக வழக்கமான
12 மெதுவான மெதுவாக ஆச்சரியமாக ஆச்சரியமான
12 பொதுவான பொதுவாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 பொதுவான பொதுவாக வழக்கமாக வழக்கமான
12 பொதுவான பொதுவாக ஆச்சரியமாக ஆச்சரியமான
12 துரதிர்ஷ்டவசமான துரதிர்ஷ்டவசமாக வழக்கமாக வழக்கமான
12 துரதிர்ஷ்டவசமான துரதிர்ஷ்டவசமாக ஆச்சரியமாக ஆச்சரியமான
12 வழக்கமான வழக்கமாக ஆச்சரியமாக ஆச்சரியமான
13 குறைக்க குறைத்தார் கண்டுபிடித்தார் கண்டுபிடிக்க
13 குறைக்க குறைத்தார் மேம்படுத்தினார் மேம்படுத்த
13 குறைக்க குறைத்தார் பறந்தார் பறக்க
13 குறைக்க குறைத்தார் உருவாக்கினார் உருவாக்க
13 குறைக்க குறைத்தார் சென்றார் செல்ல
13 குறைக்க குறைத்தார் செயல்படுத்தினார் செயல்படுத்த
13 குறைக்க குறைத்தார் அதிகரித்தார் அதிகரிக்க
13 குறைக்க குறைத்தார் குதித்தார் குதிக்க
13 குறைக்க குறைத்தார் கேட்டார் கேட்க
13 குறைக்க குறைத்தார் பார்த்தார் பார்க்க
13 குறைக்க குறைத்தார் நகர்த்தினார் நகர்த்த
13 குறைக்க குறைத்தார் நகர்ந்தார் நகர
13 குறைக்க குறைத்தார் விளையாடினார் விளையாட
13 குறைக்க குறைத்தார் கணித்தார் கணிக்க
13 குறைக்க குறைத்தார் படித்தார் படிக்க
13 குறைக்க குறைத்தார் ஓடினார் ஓட
13 குறைக்க குறைத்தார் சொன்னார் சொல்ல
13 குறைக்க குறைத்தார் கூறினார் கூற
13 குறைக்க குறைத்தார் கத்தினார் கத்த
13 குறைக்க குறைத்தார் கலந்தார் கலக்க
13 குறைக்க குறைத்தார் பாடினார் பாட
13 குறைக்க குறைத்தார் உட்கார்ந்தார் உட்கார
13 குறைக்க குறைத்தார் நீந்தினார் நீந்த
13 குறைக்க குறைத்தார் சிந்தித்தார் சிந்திக்க
13 குறைக்க குறைத்தார் நினைத்தார் நினைக்க
13 குறைக்க குறைத்தார் மறைத்தார் மறைக்க
13 குறைக்க குறைத்தார் நடந்தார் நடக்க
13 குறைக்க குறைத்தார் எழுதினார் எழுத
13 குறைக்க குறைத்தார் நடனமாடினார் நடனமாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் மேம்படுத்தினார் மேம்படுத்த
13 கண்டுபிடிக்க கண்டுபிடித்தார் பறந்தார் பறக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் உருவாக்கினார் உருவாக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் சென்றார் செல்ல
13 கண்டுபிடிக்க கண்டுபிடித்தார் செயல்படுத்தினார் செயல்படுத்த
13 கண்டுபிடிக்க கண்டுபிடித்தார் அதிகரித்தார் அதிகரிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் குதித்தார் குதிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் கேட்டார் கேட்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் பார்த்தார் பார்க்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நகர்த்தினார் நகர்த்த
13 கண்டுபிடிக்க கண்டுபிடித்தார் நகர்ந்தார் நகர
13 கண்டுபிடிக்க கண்டுபிடித்தார் விளையாடினார் விளையாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் கணித்தார் கணிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் படித்தார் படிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் ஓடினார் ஓட
13 கண்டுபிடிக்க கண்டுபிடித்தார் சொன்னார் சொல்ல
13 கண்டுபிடிக்க கண்டுபிடித்தார் கூறினார் கூற
13 கண்டுபிடிக்க கண்டுபிடித்தார் கத்தினார் கத்த
13 கண்டுபிடிக்க கண்டுபிடித்தார் கலந்தார் கலக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் பாடினார் பாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் உட்கார்ந்தார் உட்கார
13 கண்டுபிடிக்க கண்டுபிடித்தார் நீந்தினார் நீந்த
13 கண்டுபிடிக்க கண்டுபிடித்தார் சிந்தித்தார் சிந்திக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நினைத்தார் நினைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் மறைத்தார் மறைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நடந்தார் நடக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் எழுதினார் எழுத
13 கண்டுபிடிக்க கண்டுபிடித்தார் நடனமாடினார் நடனமாட
13 மேம்படுத்த மேம்படுத்தினார் பறந்தார் பறக்க
13 மேம்படுத்த மேம்படுத்தினார் உருவாக்கினார் உருவாக்க
13 மேம்படுத்த மேம்படுத்தினார் சென்றார் செல்ல
13 மேம்படுத்த மேம்படுத்தினார் செயல்படுத்தினார் செயல்படுத்த
13 மேம்படுத்த மேம்படுத்தினார் அதிகரித்தார் அதிகரிக்க
13 மேம்படுத்த மேம்படுத்தினார் குதித்தார் குதிக்க
13 மேம்படுத்த மேம்படுத்தினார் கேட்டார் கேட்க
13 மேம்படுத்த மேம்படுத்தினார் பார்த்தார் பார்க்க
13 மேம்படுத்த மேம்படுத்தினார் நகர்த்தினார் நகர்த்த
13 மேம்படுத்த மேம்படுத்தினார் நகர்ந்தார் நகர
13 மேம்படுத்த மேம்படுத்தினார் விளையாடினார் விளையாட
13 மேம்படுத்த மேம்படுத்தினார் கணித்தார் கணிக்க
13 மேம்படுத்த மேம்படுத்தினார் படித்தார் படிக்க
13 மேம்படுத்த மேம்படுத்தினார் ஓடினார் ஓட
13 மேம்படுத்த மேம்படுத்தினார் சொன்னார் சொல்ல
13 மேம்படுத்த மேம்படுத்தினார் கூறினார் கூற
13 மேம்படுத்த மேம்படுத்தினார் கத்தினார் கத்த
13 மேம்படுத்த மேம்படுத்தினார் கலந்தார் கலக்க
13 மேம்படுத்த மேம்படுத்தினார் பாடினார் பாட
13 மேம்படுத்த மேம்படுத்தினார் உட்கார்ந்தார் உட்கார
13 மேம்படுத்த மேம்படுத்தினார் நீந்தினார் நீந்த
13 மேம்படுத்த மேம்படுத்தினார் சிந்தித்தார் சிந்திக்க
13 மேம்படுத்த மேம்படுத்தினார் நினைத்தார் நினைக்க
13 மேம்படுத்த மேம்படுத்தினார் மறைத்தார் மறைக்க
13 மேம்படுத்த மேம்படுத்தினார் நடந்தார் நடக்க
13 மேம்படுத்த மேம்படுத்தினார் எழுதினார் எழுத
13 மேம்படுத்த மேம்படுத்தினார் நடனமாடினார் நடனமாட
13 பறக்க பறந்தார் உருவாக்கினார் உருவாக்க
13 பறக்க பறந்தார் சென்றார் செல்ல
13 பறக்க பறந்தார் செயல்படுத்தினார் செயல்படுத்த
13 பறக்க பறந்தார் அதிகரித்தார் அதிகரிக்க
13 பறக்க பறந்தார் குதித்தார் குதிக்க
13 பறக்க பறந்தார் கேட்டார் கேட்க
13 பறக்க பறந்தார் பார்த்தார் பார்க்க
13 பறக்க பறந்தார் நகர்த்தினார் நகர்த்த
13 பறக்க பறந்தார் நகர்ந்தார் நகர
13 பறக்க பறந்தார் விளையாடினார் விளையாட
13 பறக்க பறந்தார் கணித்தார் கணிக்க
13 பறக்க பறந்தார் படித்தார் படிக்க
13 பறக்க பறந்தார் ஓடினார் ஓட
13 பறக்க பறந்தார் சொன்னார் சொல்ல
13 பறக்க பறந்தார் கூறினார் கூற
13 பறக்க பறந்தார் கத்தினார் கத்த
13 பறக்க பறந்தார் கலந்தார் கலக்க
13 பறக்க பறந்தார் பாடினார் பாட
13 பறக்க பறந்தார் உட்கார்ந்தார் உட்கார
13 பறக்க பறந்தார் நீந்தினார் நீந்த
13 பறக்க பறந்தார் சிந்தித்தார் சிந்திக்க
13 பறக்க பறந்தார் நினைத்தார் நினைக்க
13 பறக்க பறந்தார் மறைத்தார் மறைக்க
13 பறக்க பறந்தார் நடந்தார் நடக்க
13 பறக்க பறந்தார் எழுதினார் எழுத
13 பறக்க பறந்தார் நடனமாடினார் நடனமாட
13 உருவாக்க உருவாக்கினார் சென்றார் செல்ல
13 உருவாக்க உருவாக்கினார் செயல்படுத்தினார் செயல்படுத்த
13 உருவாக்க உருவாக்கினார் அதிகரித்தார் அதிகரிக்க
13 உருவாக்க உருவாக்கினார் குதித்தார் குதிக்க
13 உருவாக்க உருவாக்கினார் கேட்டார் கேட்க
13 உருவாக்க உருவாக்கினார் பார்த்தார் பார்க்க
13 உருவாக்க உருவாக்கினார் நகர்த்தினார் நகர்த்த
13 உருவாக்க உருவாக்கினார் நகர்ந்தார் நகர
13 உருவாக்க உருவாக்கினார் விளையாடினார் விளையாட
13 உருவாக்க உருவாக்கினார் கணித்தார் கணிக்க
13 உருவாக்க உருவாக்கினார் படித்தார் படிக்க
13 உருவாக்க உருவாக்கினார் ஓடினார் ஓட
13 உருவாக்க உருவாக்கினார் சொன்னார் சொல்ல
13 உருவாக்க உருவாக்கினார் கூறினார் கூற
13 உருவாக்க உருவாக்கினார் கத்தினார் கத்த
13 உருவாக்க உருவாக்கினார் கலந்தார் கலக்க
13 உருவாக்க உருவாக்கினார் பாடினார் பாட
13 உருவாக்க உருவாக்கினார் உட்கார்ந்தார் உட்கார
13 உருவாக்க உருவாக்கினார் நீந்தினார் நீந்த
13 உருவாக்க உருவாக்கினார் சிந்தித்தார் சிந்திக்க
13 உருவாக்க உருவாக்கினார் நினைத்தார் நினைக்க
13 உருவாக்க உருவாக்கினார் மறைத்தார் மறைக்க
13 உருவாக்க உருவாக்கினார் நடந்தார் நடக்க
13 உருவாக்க உருவாக்கினார் எழுதினார் எழுத
13 உருவாக்க உருவாக்கினார் நடனமாடினார் நடனமாட
13 செல்ல சென்றார் செயல்படுத்தினார் செயல்படுத்த
13 செல்ல சென்றார் அதிகரித்தார் அதிகரிக்க
13 செல்ல சென்றார் குதித்தார் குதிக்க
13 செல்ல சென்றார் கேட்டார் கேட்க
13 செல்ல சென்றார் பார்த்தார் பார்க்க
13 செல்ல சென்றார் நகர்த்தினார் நகர்த்த
13 செல்ல சென்றார் நகர்ந்தார் நகர
13 செல்ல சென்றார் விளையாடினார் விளையாட
13 செல்ல சென்றார் கணித்தார் கணிக்க
13 செல்ல சென்றார் படித்தார் படிக்க
13 செல்ல சென்றார் ஓடினார் ஓட
13 செல்ல சென்றார் சொன்னார் சொல்ல
13 செல்ல சென்றார் கூறினார் கூற
13 செல்ல சென்றார் கத்தினார் கத்த
13 செல்ல சென்றார் கலந்தார் கலக்க
13 செல்ல சென்றார் பாடினார் பாட
13 செல்ல சென்றார் உட்கார்ந்தார் உட்கார
13 செல்ல சென்றார் நீந்தினார் நீந்த
13 செல்ல சென்றார் சிந்தித்தார் சிந்திக்க
13 செல்ல சென்றார் நினைத்தார் நினைக்க
13 செல்ல சென்றார் மறைத்தார் மறைக்க
13 செல்ல சென்றார் நடந்தார் நடக்க
13 செல்ல சென்றார் எழுதினார் எழுத
13 செல்ல சென்றார் நடனமாடினார் நடனமாட
13 செயல்படுத்த செயல்படுத்தினார் அதிகரித்தார் அதிகரிக்க
13 செயல்படுத்த செயல்படுத்தினார் குதித்தார் குதிக்க
13 செயல்படுத்த செயல்படுத்தினார் கேட்டார் கேட்க
13 செயல்படுத்த செயல்படுத்தினார் பார்த்தார் பார்க்க
13 செயல்படுத்த செயல்படுத்தினார் நகர்த்தினார் நகர்த்த
13 செயல்படுத்த செயல்படுத்தினார் நகர்ந்தார் நகர
13 செயல்படுத்த செயல்படுத்தினார் விளையாடினார் விளையாட
13 செயல்படுத்த செயல்படுத்தினார் கணித்தார் கணிக்க
13 செயல்படுத்த செயல்படுத்தினார் படித்தார் படிக்க
13 செயல்படுத்த செயல்படுத்தினார் ஓடினார் ஓட
13 செயல்படுத்த செயல்படுத்தினார் சொன்னார் சொல்ல
13 செயல்படுத்த செயல்படுத்தினார் கூறினார் கூற
13 செயல்படுத்த செயல்படுத்தினார் கத்தினார் கத்த
13 செயல்படுத்த செயல்படுத்தினார் கலந்தார் கலக்க
13 செயல்படுத்த செயல்படுத்தினார் பாடினார் பாட
13 செயல்படுத்த செயல்படுத்தினார் உட்கார்ந்தார் உட்கார
13 செயல்படுத்த செயல்படுத்தினார் நீந்தினார் நீந்த
13 செயல்படுத்த செயல்படுத்தினார் சிந்தித்தார் சிந்திக்க
13 செயல்படுத்த செயல்படுத்தினார் நினைத்தார் நினைக்க
13 செயல்படுத்த செயல்படுத்தினார் மறைத்தார் மறைக்க
13 செயல்படுத்த செயல்படுத்தினார் நடந்தார் நடக்க
13 செயல்படுத்த செயல்படுத்தினார் எழுதினார் எழுத
13 செயல்படுத்த செயல்படுத்தினார் நடனமாடினார் நடனமாட
13 அதிகரிக்க அதிகரித்தார் குதித்தார் குதிக்க
13 அதிகரிக்க அதிகரித்தார் கேட்டார் கேட்க
13 அதிகரிக்க அதிகரித்தார் பார்த்தார் பார்க்க
13 அதிகரிக்க அதிகரித்தார் நகர்த்தினார் நகர்த்த
13 அதிகரிக்க அதிகரித்தார் நகர்ந்தார் நகர
13 அதிகரிக்க அதிகரித்தார் விளையாடினார் விளையாட
13 அதிகரிக்க அதிகரித்தார் கணித்தார் கணிக்க
13 அதிகரிக்க அதிகரித்தார் படித்தார் படிக்க
13 அதிகரிக்க அதிகரித்தார் ஓடினார் ஓட
13 அதிகரிக்க அதிகரித்தார் சொன்னார் சொல்ல
13 அதிகரிக்க அதிகரித்தார் கூறினார் கூற
13 அதிகரிக்க அதிகரித்தார் கத்தினார் கத்த
13 அதிகரிக்க அதிகரித்தார் கலந்தார் கலக்க
13 அதிகரிக்க அதிகரித்தார் பாடினார் பாட
13 அதிகரிக்க அதிகரித்தார் உட்கார்ந்தார் உட்கார
13 அதிகரிக்க அதிகரித்தார் நீந்தினார் நீந்த
13 அதிகரிக்க அதிகரித்தார் சிந்தித்தார் சிந்திக்க
13 அதிகரிக்க அதிகரித்தார் நினைத்தார் நினைக்க
13 அதிகரிக்க அதிகரித்தார் மறைத்தார் மறைக்க
13 அதிகரிக்க அதிகரித்தார் நடந்தார் நடக்க
13 அதிகரிக்க அதிகரித்தார் எழுதினார் எழுத
13 அதிகரிக்க அதிகரித்தார் நடனமாடினார் நடனமாட
13 குதிக்க குதித்தார் கேட்டார் கேட்க
13 குதிக்க குதித்தார் பார்த்தார் பார்க்க
13 குதிக்க குதித்தார் நகர்த்தினார் நகர்த்த
13 குதிக்க குதித்தார் நகர்ந்தார் நகர
13 குதிக்க குதித்தார் விளையாடினார் விளையாட
13 குதிக்க குதித்தார் கணித்தார் கணிக்க
13 குதிக்க குதித்தார் படித்தார் படிக்க
13 குதிக்க குதித்தார் ஓடினார் ஓட
13 குதிக்க குதித்தார் சொன்னார் சொல்ல
13 குதிக்க குதித்தார் கூறினார் கூற
13 குதிக்க குதித்தார் கத்தினார் கத்த
13 குதிக்க குதித்தார் கலந்தார் கலக்க
13 குதிக்க குதித்தார் பாடினார் பாட
13 குதிக்க குதித்தார் உட்கார்ந்தார் உட்கார
13 குதிக்க குதித்தார் நீந்தினார் நீந்த
13 குதிக்க குதித்தார் சிந்தித்தார் சிந்திக்க
13 குதிக்க குதித்தார் நினைத்தார் நினைக்க
13 குதிக்க குதித்தார் மறைத்தார் மறைக்க
13 குதிக்க குதித்தார் நடந்தார் நடக்க
13 குதிக்க குதித்தார் எழுதினார் எழுத
13 குதிக்க குதித்தார் நடனமாடினார் நடனமாட
13 கேட்க கேட்டார் பார்த்தார் பார்க்க
13 கேட்க கேட்டார் நகர்த்தினார் நகர்த்த
13 கேட்க கேட்டார் நகர்ந்தார் நகர
13 கேட்க கேட்டார் விளையாடினார் விளையாட
13 கேட்க கேட்டார் கணித்தார் கணிக்க
13 கேட்க கேட்டார் படித்தார் படிக்க
13 கேட்க கேட்டார் ஓடினார் ஓட
13 கேட்க கேட்டார் சொன்னார் சொல்ல
13 கேட்க கேட்டார் கூறினார் கூற
13 கேட்க கேட்டார் கத்தினார் கத்த
13 கேட்க கேட்டார் கலந்தார் கலக்க
13 கேட்க கேட்டார் பாடினார் பாட
13 கேட்க கேட்டார் உட்கார்ந்தார் உட்கார
13 கேட்க கேட்டார் நீந்தினார் நீந்த
13 கேட்க கேட்டார் சிந்தித்தார் சிந்திக்க
13 கேட்க கேட்டார் நினைத்தார் நினைக்க
13 கேட்க கேட்டார் மறைத்தார் மறைக்க
13 கேட்க கேட்டார் நடந்தார் நடக்க
13 கேட்க கேட்டார் எழுதினார் எழுத
13 கேட்க கேட்டார் நடனமாடினார் நடனமாட
13 பார்க்க பார்த்தார் நகர்த்தினார் நகர்த்த
13 பார்க்க பார்த்தார் நகர்ந்தார் நகர
13 பார்க்க பார்த்தார் விளையாடினார் விளையாட
13 பார்க்க பார்த்தார் கணித்தார் கணிக்க
13 பார்க்க பார்த்தார் படித்தார் படிக்க
13 பார்க்க பார்த்தார் ஓடினார் ஓட
13 பார்க்க பார்த்தார் சொன்னார் சொல்ல
13 பார்க்க பார்த்தார் கூறினார் கூற
13 பார்க்க பார்த்தார் கத்தினார் கத்த
13 பார்க்க பார்த்தார் கலந்தார் கலக்க
13 பார்க்க பார்த்தார் பாடினார் பாட
13 பார்க்க பார்த்தார் உட்கார்ந்தார் உட்கார
13 பார்க்க பார்த்தார் நீந்தினார் நீந்த
13 பார்க்க பார்த்தார் சிந்தித்தார் சிந்திக்க
13 பார்க்க பார்த்தார் நினைத்தார் நினைக்க
13 பார்க்க பார்த்தார் மறைத்தார் மறைக்க
13 பார்க்க பார்த்தார் நடந்தார் நடக்க
13 பார்க்க பார்த்தார் எழுதினார் எழுத
13 பார்க்க பார்த்தார் நடனமாடினார் நடனமாட
13 நகர்த்த நகர்த்தினார் நகர்ந்தார் நகர
13 நகர்த்த நகர்த்தினார் விளையாடினார் விளையாட
13 நகர்த்த நகர்த்தினார் கணித்தார் கணிக்க
13 நகர்த்த நகர்த்தினார் படித்தார் படிக்க
13 நகர்த்த நகர்த்தினார் ஓடினார் ஓட
13 நகர்த்த நகர்த்தினார் சொன்னார் சொல்ல
13 நகர்த்த நகர்த்தினார் கூறினார் கூற
13 நகர்த்த நகர்த்தினார் கத்தினார் கத்த
13 நகர்த்த நகர்த்தினார் கலந்தார் கலக்க
13 நகர்த்த நகர்த்தினார் பாடினார் பாட
13 நகர்த்த நகர்த்தினார் உட்கார்ந்தார் உட்கார
13 நகர்த்த நகர்த்தினார் நீந்தினார் நீந்த
13 நகர்த்த நகர்த்தினார் சிந்தித்தார் சிந்திக்க
13 நகர்த்த நகர்த்தினார் நினைத்தார் நினைக்க
13 நகர்த்த நகர்த்தினார் மறைத்தார் மறைக்க
13 நகர்த்த நகர்த்தினார் நடந்தார் நடக்க
13 நகர்த்த நகர்த்தினார் எழுதினார் எழுத
13 நகர்த்த நகர்த்தினார் நடனமாடினார் நடனமாட
13 நகர நகர்ந்தார் விளையாடினார் விளையாட
13 நகர நகர்ந்தார் கணித்தார் கணிக்க
13 நகர நகர்ந்தார் படித்தார் படிக்க
13 நகர நகர்ந்தார் ஓடினார் ஓட
13 நகர நகர்ந்தார் சொன்னார் சொல்ல
