0 மகன் மகள் அவள் அவன்
11 அது அதற்கு பிரதமருக்கு பிரதமர்
11 பிரதமர் பிரதமருக்கு மக்களுக்கு மக்கள்
11 கடவுள் கடவுளுக்கு பிரதமருக்கு பிரதமர்
11 அவர் அவருக்கு பிரதமருக்கு பிரதமர்
11 ஆண்டவர் ஆண்டவருக்கு இந்தியாவுக்கு இந்தியா
11 அவன் அவனுக்கு கைக்கு கை
11 ஆண்டவர் ஆண்டவருக்கு தலைக்கு தலை
11 அவள் அவளுக்கு தமிழர்களுக்கு தமிழர்கள்
11 அது அதற்கு அரசாங்கத்திற்கு அரசாங்கம்
11 கை கைக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 இந்தியா இந்தியாவுக்கு கோவிலுக்கு கோயில்
11 அமைச்சர் அமைச்சருக்கு இந்தியாவுக்கு இந்தியா
11 தமிழர்கள் தமிழர்களுக்கு விவசாயிக்கு விவசாயி
11 அவள் அவளுக்கு கோவிலுக்கு கோயில்
11 கடவுள் கடவுளுக்கு மக்களுக்கு மக்கள்
11 அவர் அவருக்கு சீனாவுக்கு சீனா
11 அவர் அவருக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 அவன் அவனுக்கு தலைவருக்கு தலைவர்
11 சீனா சீனாவுக்கு கைக்கு கை
11 அவள் அவளுக்கு பிரதமருக்கு பிரதமர்
11 தமிழர்கள் தமிழர்களுக்கு மக்களுக்கு மக்கள்
11 அவள் அவளுக்கு சீனாவுக்கு சீனா
11 கடவுள் கடவுளுக்கு கைக்கு கை
11 கடவுள் கடவுளுக்கு விவசாயிக்கு விவசாயி
11 தமிழர்கள் தமிழர்களுக்கு கோவிலுக்கு கோயில்
11 அவன் அவனுக்கு தமிழர்களுக்கு தமிழர்கள்
11 அவர்கள் அவர்களுக்கு இந்தியாவுக்கு இந்தியா
11 அவள் அவளுக்கு விவசாயிக்கு விவசாயி
11 அவர்கள் அவர்களுக்கு தலைவருக்கு தலைவர்
11 அவன் அவனுக்கு தலைக்கு தலை
11 கடவுள் கடவுளுக்கு சீனாவுக்கு சீனா
11 ஆண்டவர் ஆண்டவருக்கு கைக்கு கை
11 அவர்கள் அவர்களுக்கு கோவிலுக்கு கோயில்
11 அவள் அவளுக்கு அவர்களுக்கு அவர்கள்
11 பிரதமர் பிரதமருக்கு கைக்கு கை
11 இந்தியா இந்தியாவுக்கு விவசாயிக்கு விவசாயி
11 அவர்கள் அவர்களுக்கு கைக்கு கை
11 இந்தியா இந்தியாவுக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 ஆண்டவர் ஆண்டவருக்கு சீனாவுக்கு சீனா
11 இந்தியா இந்தியாவுக்கு தலைவருக்கு தலைவர்
11 சீனா சீனாவுக்கு தமிழர்களுக்கு தமிழர்கள்
11 ஆண்டவர் ஆண்டவருக்கு தமிழர்களுக்கு தமிழர்கள்
11 மக்கள் மக்களுக்கு தலைவருக்கு தலைவர்
11 தலை தலைக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 அவர்கள் அவர்களுக்கு விவசாயிக்கு விவசாயி
11 அது அதற்கு இந்தியாவுக்கு இந்தியா
11 கடவுள் கடவுளுக்கு தமிழர்களுக்கு தமிழர்கள்
11 அது அதற்கு விவசாயிக்கு விவசாயி
11 அவர் அவருக்கு அமைச்சருக்கு அமைச்சர்
11 சீனா சீனாவுக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 அவள் அவளுக்கு தலைக்கு தலை
11 அவன் அவனுக்கு அவர்களுக்கு அவர்கள்
11 அமைச்சர் அமைச்சருக்கு சீனாவுக்கு சீனா
11 அவர் அவருக்கு கோவிலுக்கு கோயில்
11 அவர் அவருக்கு கைக்கு கை
11 இந்தியா இந்தியாவுக்கு கைக்கு கை
11 சீனா சீனாவுக்கு மக்களுக்கு மக்கள்
11 பிரதமர் பிரதமருக்கு தமிழர்களுக்கு தமிழர்கள்
11 இந்தியா இந்தியாவுக்கு மக்களுக்கு மக்கள்
11 அவர் அவருக்கு விவசாயிக்கு விவசாயி
11 பிரதமர் பிரதமருக்கு இந்தியாவுக்கு இந்தியா
11 அவன் அவனுக்கு கடவுளுக்கு கடவுள்
11 மக்கள் மக்களுக்கு விவசாயிக்கு விவசாயி
11 ஆண்டவர் ஆண்டவருக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 அது அதற்கு அவனுக்கு அவன்
11 அவர் அவருக்கு தலைக்கு தலை
11 இந்தியா இந்தியாவுக்கு தமிழர்களுக்கு தமிழர்கள்
11 அவன் அவனுக்கு அரசாங்கத்திற்கு அரசாங்கம்
11 பிரதமர் பிரதமருக்கு தலைவருக்கு தலைவர்
11 கை கைக்கு விவசாயிக்கு விவசாயி
12 மகிழ்ச்சியான மகிழ்ச்சியாக கோபமாக கோபமான
12 வெளிப்படையான வெளிப்படையாக வழக்கமாக வழக்கமான
12 இலவசமான இலவசமாக ஆச்சரியமாக ஆச்சரியமான
12 வெளிப்படையான வெளிப்படையாக விரைவாக விரைவான
12 கோபமான கோபமாக வழக்கமாக வழக்கமான
12 அரிதான அரிதாக வெளிப்படையாக வெளிப்படையான
12 மகிழ்ச்சியான மகிழ்ச்சியாக வெளிப்படையாக வெளிப்படையான
12 உடனடியான உடனடியாக விரைவாக விரைவான
12 மெதுவான மெதுவாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 துல்லியமான துல்லியமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 திறமையான திறமையாக தீவிரமாக தீவிரமான
12 திறமையான திறமையாக விரைவாக விரைவான
12 பாதுகாப்பான பாதுகாப்பாக மெதுவாக மெதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 உடனடியான உடனடியாக தீவிரமாக தீவிரமான
12 சாத்தியமான சாத்தியமாக பொதுவாக பொதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக பொதுவாக பொதுவான
12 பாதுகாப்பான பாதுகாப்பாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 வெளிப்படையான வெளிப்படையாக பொதுவாக பொதுவான
12 முழுமையான முழுமையாக ஆச்சரியமாக ஆச்சரியமான
12 வெளிப்படையான வெளிப்படையாக சாத்தியமாக சாத்தியமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக உடனடியாக உடனடியான
12 துல்லியமான துல்லியமாக தொழில்ரீதியாக தொழில்ரீதியான
12 திறமையான திறமையாக பாதுகாப்பாக பாதுகாப்பான
12 முழுமையான முழுமையாக அரிதாக அரிதான
12 வெளிப்படையான வெளிப்படையாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 முழுமையான முழுமையாக கோபமாக கோபமான
12 உடனடியான உடனடியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 திறமையான திறமையாக தொழில்ரீதியாக தொழில்ரீதியான
12 பாதுகாப்பான பாதுகாப்பாக வழக்கமாக வழக்கமான
12 இலவசமான இலவசமாக அரிதாக அரிதான
12 சாத்தியமான சாத்தியமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 துரதிர்ஷ்டவசமான துரதிர்ஷ்டவசமாக ஆச்சரியமாக ஆச்சரியமான
12 வெளிப்படையான வெளிப்படையாக தொழில்ரீதியாக தொழில்ரீதியான
12 சாத்தியமான சாத்தியமாக துல்லியமாக துல்லியமான
12 துல்லியமான துல்லியமாக பாதுகாப்பாக பாதுகாப்பான
12 மகிழ்ச்சியான மகிழ்ச்சியாக இலவசமாக இலவசமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக ஆச்சரியமாக ஆச்சரியமான
12 கோபமான கோபமாக துல்லியமாக துல்லியமான
12 அமைதியான அமைதியாக மெதுவாக மெதுவான
12 அமைதியான அமைதியாக பாதுகாப்பாக பாதுகாப்பான
12 சாத்தியமான சாத்தியமாக தீவிரமாக தீவிரமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக விரைவாக விரைவான
12 மெதுவான மெதுவாக வழக்கமாக வழக்கமான
12 துல்லியமான துல்லியமாக விரைவாக விரைவான
12 முழுமையான முழுமையாக துல்லியமாக துல்லியமான
12 தீவிரமான தீவிரமாக மெதுவாக மெதுவான
12 பொதுவான பொதுவாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 விரைவான விரைவாக மெதுவாக மெதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக விரைவாக விரைவான
12 பொதுவான பொதுவாக ஆச்சரியமாக ஆச்சரியமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக தீவிரமாக தீவிரமான
12 இலவசமான இலவசமாக பொதுவாக பொதுவான
12 தீவிரமான தீவிரமாக வழக்கமாக வழக்கமான
12 சாத்தியமான சாத்தியமாக தொழில்ரீதியாக தொழில்ரீதியான
12 அமைதியான அமைதியாக தீவிரமாக தீவிரமான
12 முழுமையான முழுமையாக பாதுகாப்பாக பாதுகாப்பான
12 முழுமையான முழுமையாக இலவசமாக இலவசமான
12 பொதுவான பொதுவாக வழக்கமாக வழக்கமான
12 துல்லியமான துல்லியமாக வழக்கமாக வழக்கமான
12 முழுமையான முழுமையாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 தொழில்ரீதியான தொழில்ரீதியாக தீவிரமாக தீவிரமான
12 திறமையான திறமையாக துல்லியமாக துல்லியமான
12 முழுமையான முழுமையாக தொழில்ரீதியாக தொழில்ரீதியான
12 துல்லியமான துல்லியமாக பொதுவாக பொதுவான
12 அரிதான அரிதாக தீவிரமாக தீவிரமான
12 அரிதான அரிதாக ஆச்சரியமாக ஆச்சரியமான
12 முழுமையான முழுமையாக சாத்தியமாக சாத்தியமான
12 கோபமான கோபமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 வழக்கமான வழக்கமாக ஆச்சரியமாக ஆச்சரியமான
12 தொழில்ரீதியான தொழில்ரீதியாக அமைதியாக அமைதியான
12 முழுமையான முழுமையாக வழக்கமாக வழக்கமான
12 முழுமையான முழுமையாக பொதுவாக பொதுவான
12 கோபமான கோபமாக ஆச்சரியமாக ஆச்சரியமான
12 இலவசமான இலவசமாக விரைவாக விரைவான
12 முழுமையான முழுமையாக அமைதியாக அமைதியான
12 உடனடியான உடனடியாக துல்லியமாக துல்லியமான
12 தொழில்ரீதியான தொழில்ரீதியாக வழக்கமாக வழக்கமான
12 உடனடியான உடனடியாக மெதுவாக மெதுவான
12 உடனடியான உடனடியாக ஆச்சரியமாக ஆச்சரியமான
12 இலவசமான இலவசமாக தொழில்ரீதியாக தொழில்ரீதியான
12 அரிதான அரிதாக துல்லியமாக துல்லியமான
12 தீவிரமான தீவிரமாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 கோபமான கோபமாக மெதுவாக மெதுவான
12 கோபமான கோபமாக பொதுவாக பொதுவான
12 அரிதான அரிதாக பாதுகாப்பாக பாதுகாப்பான
12 விரைவான விரைவாக அமைதியாக அமைதியான
12 அரிதான அரிதாக சாத்தியமாக சாத்தியமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக அமைதியாக அமைதியான
12 திறமையான திறமையாக அமைதியாக அமைதியான
12 தீவிரமான தீவிரமாக ஆச்சரியமாக ஆச்சரியமான
12 உடனடியான உடனடியாக பாதுகாப்பாக பாதுகாப்பான
12 அரிதான அரிதாக தொழில்ரீதியாக தொழில்ரீதியான
12 இலவசமான இலவசமாக மெதுவாக மெதுவான
12 தொழில்ரீதியான தொழில்ரீதியாக ஆச்சரியமாக ஆச்சரியமான
12 முழுமையான முழுமையாக மெதுவாக மெதுவான
12 முழுமையான முழுமையாக திறமையாக திறமையான
12 முழுமையான முழுமையாக உடனடியாக உடனடியான
12 கோபமான கோபமாக அரிதாக அரிதான
12 கோபமான கோபமாக வெளிப்படையாக வெளிப்படையான
12 உடனடியான உடனடியாக தொழில்ரீதியாக தொழில்ரீதியான
12 விரைவான விரைவாக வழக்கமாக வழக்கமான
12 இலவசமான இலவசமாக அமைதியாக அமைதியான
12 மகிழ்ச்சியான மகிழ்ச்சியாக அரிதாக அரிதான
12 மகிழ்ச்சியான மகிழ்ச்சியாக பாதுகாப்பாக பாதுகாப்பான
12 சாத்தியமான சாத்தியமாக வழக்கமாக வழக்கமான
12 உடனடியான உடனடியாக அரிதாக அரிதான
12 அமைதியான அமைதியாக பொதுவாக பொதுவான
12 துல்லியமான துல்லியமாக ஆச்சரியமாக ஆச்சரியமான
12 பாதுகாப்பான பாதுகாப்பாக ஆச்சரியமாக ஆச்சரியமான
12 மகிழ்ச்சியான மகிழ்ச்சியாக தொழில்ரீதியாக தொழில்ரீதியான
12 சாத்தியமான சாத்தியமாக விரைவாக விரைவான
12 அமைதியான அமைதியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 இலவசமான இலவசமாக கோபமாக கோபமான
12 வெளிப்படையான வெளிப்படையாக ஆச்சரியமாக ஆச்சரியமான
12 வெளிப்படையான வெளிப்படையாக துல்லியமாக துல்லியமான
12 முழுமையான முழுமையாக வெளிப்படையாக வெளிப்படையான
12 உடனடியான உடனடியாக வெளிப்படையாக வெளிப்படையான
12 கோபமான கோபமாக தீவிரமாக தீவிரமான
12 அரிதான அரிதாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 திறமையான திறமையாக அரிதாக அரிதான
12 முழுமையான முழுமையாக தீவிரமாக தீவிரமான
12 கோபமான கோபமாக அமைதியாக அமைதியான
12 வெளிப்படையான வெளிப்படையாக அமைதியாக அமைதியான
12 திறமையான திறமையாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 திறமையான திறமையாக வழக்கமாக வழக்கமான
12 முழுமையான முழுமையாக விரைவாக விரைவான
12 மகிழ்ச்சியான மகிழ்ச்சியாக துரதிர்ஷ்டவசமாக துரதிர்ஷ்டவசமான
12 அமைதியான அமைதியாக வழக்கமாக வழக்கமான
12 துல்லியமான துல்லியமாக அமைதியாக அமைதியான
12 திறமையான திறமையாக உடனடியாக உடனடியான
12 திறமையான திறமையாக மெதுவாக மெதுவான
12 திறமையான திறமையாக கோபமாக கோபமான
12 திறமையான திறமையாக வெளிப்படையாக வெளிப்படையான
12 கோபமான கோபமாக விரைவாக விரைவான
12 இலவசமான இலவசமாக வழக்கமாக வழக்கமான
12 தீவிரமான தீவிரமாக பொதுவாக பொதுவான
12 திறமையான திறமையாக ஆச்சரியமாக ஆச்சரியமான
12 துல்லியமான துல்லியமாக தீவிரமாக தீவிரமான
12 அரிதான அரிதாக விரைவாக விரைவான
12 விரைவான விரைவாக பொதுவாக பொதுவான
12 உடனடியான உடனடியாக அமைதியாக அமைதியான
13 மேம்படுத்த மேம்படுத்தினார் சொன்னார் சொல்ல
13 கண்டுபிடிக்க கண்டுபிடித்தார் கணித்தார் கணிக்க
13 குதிக்க குதித்தார் எழுதினார் எழுத
13 கேட்க கேட்டார் நகர்த்தினார் நகர்த்த
13 அதிகரிக்க அதிகரித்தார் பார்த்தார் பார்க்க
13 கணிக்க கணித்தார் பாடினார் பாட
13 கலக்க கலந்தார் நினைத்தார் நினைக்க
13 கலக்க கலந்தார் எழுதினார் எழுத
13 கூற கூறினார் எழுதினார் எழுத
13 ஓட ஓடினார் பாடினார் பாட
13 நகர்த்த நகர்த்தினார் படித்தார் படிக்க
13 கணிக்க கணித்தார் கலந்தார் கலக்க
13 கேட்க கேட்டார் நடனமாடினார் நடனமாட
13 கூற கூறினார் நடனமாடினார் நடனமாட
13 செல்ல சென்றார் குதித்தார் குதிக்க
13 கேட்க கேட்டார் படித்தார் படிக்க
13 உருவாக்க உருவாக்கினார் பார்த்தார் பார்க்க
13 பாட பாடினார் நினைத்தார் நினைக்க
13 சிந்திக்க சிந்தித்தார் நடனமாடினார் நடனமாட
13 நகர்த்த நகர்த்தினார் கலந்தார் கலக்க
13 படிக்க படித்தார் நடந்தார் நடக்க
13 ஓட ஓடினார் எழுதினார் எழுத
13 செல்ல சென்றார் நடந்தார் நடக்க
13 எழுத எழுதினார் நடனமாடினார் நடனமாட
13 குதிக்க குதித்தார் கேட்டார் கேட்க
13 மேம்படுத்த மேம்படுத்தினார் மறைத்தார் மறைக்க
13 செயல்படுத்த செயல்படுத்தினார் நகர்த்தினார் நகர்த்த
13 உருவாக்க உருவாக்கினார் நகர்ந்தார் நகர
13 சொல்ல சொன்னார் சிந்தித்தார் சிந்திக்க
13 அதிகரிக்க அதிகரித்தார் நடனமாடினார் நடனமாட
13 குறைக்க குறைத்தார் ஓடினார் ஓட
13 கூற கூறினார் கலந்தார் கலக்க
13 செல்ல சென்றார் எழுதினார் எழுத
13 பறக்க பறந்தார் சிந்தித்தார் சிந்திக்க
13 செயல்படுத்த செயல்படுத்தினார் கேட்டார் கேட்க
13 செயல்படுத்த செயல்படுத்தினார் நடந்தார் நடக்க
13 குறைக்க குறைத்தார் சிந்தித்தார் சிந்திக்க
13 கேட்க கேட்டார் சொன்னார் சொல்ல
13 கலக்க கலந்தார் நடனமாடினார் நடனமாட
13 குதிக்க குதித்தார் சிந்தித்தார் சிந்திக்க
13 அதிகரிக்க அதிகரித்தார் படித்தார் படிக்க
13 செல்ல சென்றார் நகர்ந்தார் நகர
13 குறைக்க குறைத்தார் குதித்தார் குதிக்க
13 கணிக்க கணித்தார் சிந்தித்தார் சிந்திக்க
13 செயல்படுத்த செயல்படுத்தினார் நினைத்தார் நினைக்க
13 செயல்படுத்த செயல்படுத்தினார் குதித்தார் குதிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நகர்த்தினார் நகர்த்த
13 பறக்க பறந்தார் கலந்தார் கலக்க
13 ஓட ஓடினார் கலந்தார் கலக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் சென்றார் செல்ல
13 உருவாக்க உருவாக்கினார் நினைத்தார் நினைக்க
13 பாட பாடினார் எழுதினார் எழுத
13 செல்ல சென்றார் நடனமாடினார் நடனமாட
13 செல்ல சென்றார் பாடினார் பாட
13 பார்க்க பார்த்தார் நடந்தார் நடக்க
13 மேம்படுத்த மேம்படுத்தினார் விளையாடினார் விளையாட
13 நகர நகர்ந்தார் பாடினார் பாட
13 குதிக்க குதித்தார் நடனமாடினார் நடனமாட
13 குதிக்க குதித்தார் பாடினார் பாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் பறந்தார் பறக்க
13 மேம்படுத்த மேம்படுத்தினார் கணித்தார் கணிக்க
13 சொல்ல சொன்னார் மறைத்தார் மறைக்க
13 நகர நகர்ந்தார் நினைத்தார் நினைக்க
13 படிக்க படித்தார் சொன்னார் சொல்ல
13 செல்ல சென்றார் செயல்படுத்தினார் செயல்படுத்த
13 குறைக்க குறைத்தார் விளையாடினார் விளையாட
13 படிக்க படித்தார் பாடினார் பாட
13 விளையாட விளையாடினார் நடந்தார் நடக்க
13 மேம்படுத்த மேம்படுத்தினார் ஓடினார் ஓட
13 குறைக்க குறைத்தார் அதிகரித்தார் அதிகரிக்க
13 உருவாக்க உருவாக்கினார் நடனமாடினார் நடனமாட
13 பறக்க பறந்தார் சென்றார் செல்ல
13 கண்டுபிடிக்க கண்டுபிடித்தார் மறைத்தார் மறைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் கூறினார் கூற
13 சொல்ல சொன்னார் நினைத்தார் நினைக்க
13 செல்ல சென்றார் கூறினார் கூற
13 பாட பாடினார் நடனமாடினார் நடனமாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் பாடினார் பாட
13 சொல்ல சொன்னார் நடனமாடினார் நடனமாட
13 ஓட ஓடினார் கூறினார் கூற
13 அதிகரிக்க அதிகரித்தார் விளையாடினார் விளையாட
13 கலக்க கலந்தார் மறைத்தார் மறைக்க
13 கேட்க கேட்டார் பார்த்தார் பார்க்க
13 உருவாக்க உருவாக்கினார் செயல்படுத்தினார் செயல்படுத்த
13 விளையாட விளையாடினார் கணித்தார் கணிக்க
13 உருவாக்க உருவாக்கினார் ஓடினார் ஓட
13 நகர நகர்ந்தார் ஓடினார் ஓட
13 படிக்க படித்தார் எழுதினார் எழுத
13 கண்டுபிடிக்க கண்டுபிடித்தார் குதித்தார் குதிக்க
13 நகர நகர்ந்தார் கூறினார் கூற
13 அதிகரிக்க அதிகரித்தார் ஓடினார் ஓட
13 குறைக்க குறைத்தார் சென்றார் செல்ல
13 பறக்க பறந்தார் கணித்தார் கணிக்க
13 நகர்த்த நகர்த்தினார் விளையாடினார் விளையாட
13 பார்க்க பார்த்தார் ஓடினார் ஓட
13 குதிக்க குதித்தார் நகர்ந்தார் நகர
13 உருவாக்க உருவாக்கினார் கணித்தார் கணிக்க
13 மறைக்க மறைத்தார் நடனமாடினார் நடனமாட
13 பார்க்க பார்த்தார் மறைத்தார் மறைக்க
13 குறைக்க குறைத்தார் படித்தார் படிக்க
13 செயல்படுத்த செயல்படுத்தினார் நடனமாடினார் நடனமாட
13 உருவாக்க உருவாக்கினார் படித்தார் படிக்க
13 குதிக்க குதித்தார் கலந்தார் கலக்க
13 செல்ல சென்றார் கணித்தார் கணிக்க
13 பறக்க பறந்தார் அதிகரித்தார் அதிகரிக்க
13 விளையாட விளையாடினார் மறைத்தார் மறைக்க
13 கூற கூறினார் மறைத்தார் மறைக்க
13 பார்க்க பார்த்தார் கூறினார் கூற
13 உருவாக்க உருவாக்கினார் விளையாடினார் விளையாட
13 பறக்க பறந்தார் பார்த்தார் பார்க்க
13 மேம்படுத்த மேம்படுத்தினார் சிந்தித்தார் சிந்திக்க
13 செயல்படுத்த செயல்படுத்தினார் எழுதினார் எழுத
13 கண்டுபிடிக்க கண்டுபிடித்தார் கலந்தார் கலக்க
13 அதிகரிக்க அதிகரித்தார் கணித்தார் கணிக்க
13 மேம்படுத்த மேம்படுத்தினார் எழுதினார் எழுத
13 அதிகரிக்க அதிகரித்தார் நடந்தார் நடக்க
13 கலக்க கலந்தார் சிந்தித்தார் சிந்திக்க
13 குதிக்க குதித்தார் நகர்த்தினார் நகர்த்த
13 பாட பாடினார் நடந்தார் நடக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் கேட்டார் கேட்க
13 விளையாட விளையாடினார் எழுதினார் எழுத
13 சொல்ல சொன்னார் கூறினார் கூற
13 செயல்படுத்த செயல்படுத்தினார் பாடினார் பாட
13 செயல்படுத்த செயல்படுத்தினார் கலந்தார் கலக்க
13 மேம்படுத்த மேம்படுத்தினார் பறந்தார் பறக்க
13 செயல்படுத்த செயல்படுத்தினார் படித்தார் படிக்க
13 பார்க்க பார்த்தார் கலந்தார் கலக்க
13 குறைக்க குறைத்தார் செயல்படுத்தினார் செயல்படுத்த
13 கேட்க கேட்டார் எழுதினார் எழுத
13 விளையாட விளையாடினார் நினைத்தார் நினைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நடனமாடினார் நடனமாட
13 நகர்த்த நகர்த்தினார் சிந்தித்தார் சிந்திக்க
13 நகர நகர்ந்தார் சிந்தித்தார் சிந்திக்க
13 செல்ல சென்றார் கேட்டார் கேட்க
13 சிந்திக்க சிந்தித்தார் நடந்தார் நடக்க
13 பார்க்க பார்த்தார் சொன்னார் சொல்ல
13 சொல்ல சொன்னார் எழுதினார் எழுத
13 கேட்க கேட்டார் கூறினார் கூற
13 விளையாட விளையாடினார் சொன்னார் சொல்ல
13 குறைக்க குறைத்தார் கூறினார் கூற
13 மேம்படுத்த மேம்படுத்தினார் பாடினார் பாட
13 கண்டுபிடிக்க கண்டுபிடித்தார் நகர்ந்தார் நகர
13 கண்டுபிடிக்க கண்டுபிடித்தார் எழுதினார் எழுத
13 நகர நகர்ந்தார் விளையாடினார் விளையாட
13 குறைக்க குறைத்தார் சொன்னார் சொல்ல
13 செயல்படுத்த செயல்படுத்தினார் கணித்தார் கணிக்க
13 குறைக்க குறைத்தார் கலந்தார் கலக்க
13 ஓட ஓடினார் சொன்னார் சொல்ல
13 குதிக்க குதித்தார் ஓடினார் ஓட
13 பார்க்க பார்த்தார் கணித்தார் கணிக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நடந்தார் நடக்க
13 உருவாக்க உருவாக்கினார் சென்றார் செல்ல
13 குதிக்க குதித்தார் நினைத்தார் நினைக்க
13 பறக்க பறந்தார் செயல்படுத்தினார் செயல்படுத்த
13 கேட்க கேட்டார் நடந்தார் நடக்க
13 பறக்க பறந்தார் நகர்ந்தார் நகர
13 நகர்த்த நகர்த்தினார் நடந்தார் நடக்க
13 பாட பாடினார் மறைத்தார் மறைக்க
13 செல்ல சென்றார் அதிகரித்தார் அதிகரிக்க
13 குறைக்க குறைத்தார் கண்டுபிடித்தார் கண்டுபிடிக்க
13 பறக்க பறந்தார் சொன்னார் சொல்ல
13 குறைக்க குறைத்தார் மேம்படுத்தினார் மேம்படுத்த
13 உருவாக்க உருவாக்கினார் நகர்த்தினார் நகர்த்த
13 பறக்க பறந்தார் மறைத்தார் மறைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் ஓடினார் ஓட
13 குதிக்க குதித்தார் சொன்னார் சொல்ல
13 விளையாட விளையாடினார் சிந்தித்தார் சிந்திக்க
13 நகர்த்த நகர்த்தினார் சொன்னார் சொல்ல
13 நகர்த்த நகர்த்தினார் நகர்ந்தார் நகர
13 பார்க்க பார்த்தார் பாடினார் பாட
13 குதிக்க குதித்தார் மறைத்தார் மறைக்க
13 படிக்க படித்தார் சிந்தித்தார் சிந்திக்க
13 நகர நகர்ந்தார் கலந்தார் கலக்க
13 நினைக்க நினைத்தார் எழுதினார் எழுத
13 உருவாக்க உருவாக்கினார் பாடினார் பாட
13 பறக்க பறந்தார் நகர்த்தினார் நகர்த்த
13 பறக்க பறந்தார் உருவாக்கினார் உருவாக்க
13 பார்க்க பார்த்தார் விளையாடினார் விளையாட
13 குறைக்க குறைத்தார் நடந்தார் நடக்க
13 நகர்த்த நகர்த்தினார் ஓடினார் ஓட
13 அதிகரிக்க அதிகரித்தார் கேட்டார் கேட்க
13 சொல்ல சொன்னார் பாடினார் பாட
13 நகர நகர்ந்தார் படித்தார் படிக்க
13 விளையாட விளையாடினார் கூறினார் கூற
13 நடக்க நடந்தார் எழுதினார் எழுத
13 செல்ல சென்றார் படித்தார் படிக்க
13 மேம்படுத்த மேம்படுத்தினார் செயல்படுத்தினார் செயல்படுத்த
13 கணிக்க கணித்தார் ஓடினார் ஓட
13 கண்டுபிடிக்க கண்டுபிடித்தார் அதிகரித்தார் அதிகரிக்க
13 குறைக்க குறைத்தார் கணித்தார் கணிக்க
13 கேட்க கேட்டார் கணித்தார் கணிக்க
13 மேம்படுத்த மேம்படுத்தினார் கேட்டார் கேட்க
13 மேம்படுத்த மேம்படுத்தினார் நினைத்தார் நினைக்க
13 நகர்த்த நகர்த்தினார் கணித்தார் கணிக்க
13 செயல்படுத்த செயல்படுத்தினார் அதிகரித்தார் அதிகரிக்க
13 பறக்க பறந்தார் நினைத்தார் நினைக்க
13 ஓட ஓடினார் மறைத்தார் மறைக்க
13 ஓட ஓடினார் நடந்தார் நடக்க
13 மறைக்க மறைத்தார் நடந்தார் நடக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் சொன்னார் சொல்ல
13 மேம்படுத்த மேம்படுத்தினார் குதித்தார் குதிக்க
13 கூற கூறினார் நடந்தார் நடக்க
13 மேம்படுத்த மேம்படுத்தினார் கூறினார் கூற
13 கணிக்க கணித்தார் நடனமாடினார் நடனமாட
13 பறக்க பறந்தார் குதித்தார் குதிக்க
13 மேம்படுத்த மேம்படுத்தினார் நகர்த்தினார் நகர்த்த
13 அதிகரிக்க அதிகரித்தார் பாடினார் பாட
13 கணிக்க கணித்தார் மறைத்தார் மறைக்க
13 ஓட ஓடினார் நடனமாடினார் நடனமாட
